GENE	GTEx_bladder	GTEx_prostate	GTEx_thyroid
39731	MIR147B	0.7363	4.0597	0
39732	RNU7-5P	0	0	0
39733	RP11-519G16.3	0.0788	0.152	0
39734	SLC30A4	1.2197	26.0516	2.5327
39735	snoU13	0	0	0
39736	HMGN2P46	0.2251	82.6938	0.4646
39737	SNORA41	0	0.4757	0
39738	RP11-96O20.2	0	0.4239	0
39739	DPPA5P2	0	0.0679	0
39740	BLOC1S6	8.7642	18.1961	9.9979
39741	Y_RNA	0	0.199	0.2019
39742	SQRDL	13.1216	22.9289	12.9591
39743	RP11-718O11.1	0	0	0
39744	RP11-315O8.1	0	0	0
39745	RP11-640I2.1	0	0	0
39746	SNORD11	0	0	0
39747	RNU6-1014P	0	0	0
39748	RP11-627D16.1	0	0	0
39749	RN7SKP101	0	0	0
39750	RP11-627D16.2	0	0	0
39751	AC087433.1	0	0	0
39752	FKSG62	0	0	0
39753	SEMA6D	4.1892	2.4781	2.2698
39754	AC084882.1	0	0	0
39755	RN7SKP139	0	0	0
39756	RP11-408J6.1	0	0	0
39757	CTD-2050N2.1	0	0	0
39758	RP11-142J21.1	0	0	0
39759	RP11-142J21.2	0	0	0
39760	AC012050.1	0	0	0
39761	RP11-552E10.1	0	0	0
39762	CTD-2270N23.1	0.6694	0.6151	1.014
39763	RP11-198M11.2	0	0	0
39764	RP11-208K4.1	0	0	0
39765	CTD-2007H18.1	0	0	0
39766	SLC24A5	0.0078	0.0428	0.1683
39767	MYEF2	0.9136	2.6782	4.5405
39768	AC066612.1	0	0	0
39769	RP11-605F22.2	0	0	0
39770	CTXN2	0.0319	0	0.0298
39771	RP11-605F22.1	0.1271	0	0
39772	SLC12A1	0	0.0071	0
39773	RP11-154J22.1	2.278	1.2929	4.347
39774	Y_RNA	0	0	0
39775	DUT	18.3195	21.1633	30.6275
39776	FBN1	3.1468	1.1491	8.7086
39777	RP11-227D13.1	0.1213	0.1045	0.1378
39778	CEP152	1.2403	0.7059	1.8436
39779	RP11-227D13.2	0	0	0
39780	RP11-227D13.4	0	0.0376	0
39781	RP11-485O10.2	0.5078	0	0.5072
39782	RP11-485O10.3	0.2695	0	0.0808
39783	SHC4	0.257	0.31	0.03
39784	AC012379.1	46.9677	46.4965	47.4833
39785	RP11-138E16.1	0	0	0
39786	KRT8P24	0	0	0
39787	SECISBP2L	12.2901	10.6545	14.3977
39788	Y_RNA	0	0	0.1855
39789	RN7SL577P	0	0	0.2052
39790	RP11-325E5.1	0.0396	0.3825	0.2494
39791	COPS2	14.7505	13.1024	11.2501
39792	Y_RNA	0	0	0.6056
39793	NDUFAF4P1	0	0	0
39794	GALK2	4.2532	3.0661	3.3408
39795	MIR4716	0	0	0
39796	RP11-325E5.4	0	0	0
39797	RN7SL307P	0	0	0
39798	FAM227B	0.9638	0.9104	1.4057
39799	RP11-295H24.3	0.2828	0.1689	0.1055
39800	FGF7	4.8713	0.311	1.0765
39801	DTWD1	6.6441	3.6926	6.433
39802	RP11-353B9.1	0.7338	0.7735	1.0814
39803	CTD-2647E9.1	0.0636	0	0.0222
39804	ATP8B4	1.2953	1.2778	0.071
39805	CTD-2647E9.3	0.0659	0	0
39806	RNA5SP394	0	0	0
39807	SLC27A2	8.347	3.5493	1.0721
39808	Y_RNA	0	0.5587	0
39809	HDC	1.9009	1.1612	0
39810	RN7SL494P	0	0	0
39811	GABPB1	4.259	4.8956	3.9883
39812	U6	0.2753	0.1897	0
39813	GABPB1-AS1	2.1365	3.5969	5.4058
39814	CTD-3110H11.1	0.4813	2.1559	3.1292
39815	MIR4712	0.7184	0.7426	1.2556
39816	AHCYP7	0	0	0
39817	USP8	14.2141	5.0746	10.3699
39818	RNA5SP395	0.2496	0	0.1745
39819	RP11-562A8.1	0	1.2439	0.4015
39820	RP11-562A8.5	1.2806	0.6619	3.1335
39821	RP11-562A8.4	8.7874	4.2301	8.459
39822	USP50	0.1434	0.0988	0.0573
39823	TRPM7	8.8831	6.6892	7.8371
39824	RP11-120K9.2	2.2357	5.2254	3.398
39825	RN7SL354P	0	0	0
39826	SPPL2A	19.0238	8.9308	10.0299
39827	RP11-507J18.2	1.8408	0.2671	0.8806
39828	RP11-507J18.1	0	0	0
39829	AP4E1	4.3185	1.4757	3.2067
39830	DCAF13P3	0.0883	0.0761	0.1235
39831	RP11-108K3.1	0.1792	0	0
39832	TNFAIP8L3	4.2318	0.6641	0.3095
39833	RP11-394B5.2	0	0	0
39834	CYP19A1	0.0985	0.0151	0.0153
39835	MIR4713	0	0	0
39836	RP11-108K3.3	0.0811	0	0
39837	RP11-108K3.2	0.835	0	0
39838	GLDN	1.4127	0.2821	0.129
39839	RP11-108K3.5	0	0	0
39840	RP11-108K3.4	0	0	0
39841	RP11-707P17.1	2.3142	1.6674	3.052
39842	DMXL2	5.2427	2.2828	4.795
39843	RP11-707P17.2	2.402	1.2215	2.7064
39844	AC020892.1	0	0	0
39845	SCG3	0.1424	0.0859	0.0871
39846	RP11-313P18.2	0	0	0
39847	RP11-313P18.1	0	0	0
39848	LYSMD2	4.7721	5.1006	6.2279
39849	CTD-2308G16.1	0	0	0
39850	TMOD2	3.7136	2.6594	1.8603
39851	TMOD3	9.8731	4.2712	5.1701
39852	RP11-56B16.1	0	0	0.0801
39853	Y_RNA	0	0	0
39854	RP11-56B16.5	3.5229	0.8756	1.8169
39855	U6	0.5557	0	0
39856	RP11-56B16.4	7.5077	3.7413	5.5315
39857	RP11-56B16.2	0.1132	0.3705	0.1385
39858	LEO1	15.043	6.3948	13.5149
39859	MAPK6	20.1003	5.1429	10.7385
39860	CTD-2650P22.1	0	0.0469	0
39861	RP11-430B1.1	0	0	0
39862	CTD-2184D3.5	1.1132	0.1918	1.5565
39863	CTD-2184D3.3	0.1275	0	0
39864	CTD-2184D3.1	0	0	0
39865	BCL2L10	3.5282	0.1847	0.3903
39866	CTD-2184D3.6	0.5965	0.2569	0.3128
39867	GNB5	5.8479	1.3634	3.7068
39868	CTD-2184D3.7	0.383	0.0264	0.1205
39869	Y_RNA	0.2888	0	0
39870	RP11-430B1.2	0.6899	0.2926	0.4823
39871	MYO5C	13.4938	13.0274	15.9785
39872	MIR1266	0	0	0
39873	MYO5A	3.345	2.5933	2.9045
39874	EEF1B2P1	0.0436	0	0
39875	ARPP19	19.9322	11.2277	24.584
39876	RP11-23N2.4	5.3264	1.9947	6.4955
39877	FAM214A	13.8326	7.6666	15.2647
39878	RP11-519C12.1	0.2182	0.3007	0.4957
39879	ONECUT1	0	0	0
39880	RP11-209K10.2	0	0	0
39881	RPSAP55	0	0	0
39882	EEF1A1P22	0.0427	0.0294	0
39883	RP11-209E8.1	0	0	0
39884	WDR72	0.8109	0.0995	13.4188
39885	RNU2-53P	0	0	0
39886	RNU6-449P	0	0	0
39887	RP11-643A5.1	0	0	0
39888	RP11-643A5.2	0	0	0
39889	UNC13C	0	0.0192	0.4059
39890	RP11-390M11.1	0.0129	0	0.072
39891	HNRNPA1P74	0	0	0
39892	RP11-548M13.1	0	0	0
39893	RSL24D1	24.706	17.074	17.2249
39894	RAB27A	5.1485	20.6017	13.943
39895	RP11-139H15.1	9.5978	6.5733	13.7139
39896	PIGB	6.3557	3.7878	6.7194
39897	CCPG1	7.7423	1.5672	11.5829
39898	DYX1C1-CCPG1	13.7992	7.9133	30.5759
39899	MIR628	0	0	0
39900	C15orf65	1.4708	2.2612	1.5556
39901	DYX1C1	1.0165	0.467	8.3755
39902	RP11-178D12.2	0.0815	0	0.057
39903	PYGO1	1.0967	2.0242	3.2059
39904	PRTG	0.244	0.0812	6.9924
39905	RP11-420M1.2	0.1618	0	1.7537
39906	RP11-291H24.1	0	0	0
39907	AC009997.1	0	0	0
39908	NEDD4	3.2576	1.1944	1.8023
39909	snoU13	0	0	0
39910	CNOT6LP1	0.9456	0.3605	0.0563
39911	RN7SL568P	0.1002	0	0
39912	CD24P2	0	0	0
39913	RFX7	7.6763	2.7179	4.1264
39914	RP11-5N19.3	0	0	0
39915	TEX9	1.1176	0.4909	2.8191
39916	RNU6-1287P	0	0	0
39917	RP11-844G16.1	0	0	0
39918	RP11-48G14.1	0.0702	0.0484	0.0736
39919	MNS1	1.2653	0.9889	1.7965
39920	RP11-1129I3.1	0.0195	0.0672	0
39921	ZNF280D	4.0705	2.6499	4.1731
39922	RP11-31H5.1	0	0.3041	0
39923	TCF12	13.6196	5.2381	7.7861
39924	AC010999.1	0	0	0
39925	HNRNPA3P11	0.0631	0	0.0882
39926	snoU13	0	0	0
39927	LINC00926	5.1949	2.0597	1.3183
39928	RP11-358M11.3	0	0	0
39929	RP11-358M11.4	0	0	0
39930	CGNL1	2.594	20.8722	37.8232
39931	RNU6-844P	0.5775	0	0.2019
39932	CTD-2515H24.3	0	0.398	0.2423
39933	CTD-2515H24.4	0	0.2421	1.7603
39934	CTD-2515H24.1	0	0	0.048
39935	MYZAP	0	0	0
39936	GCOM1	3.2119	0.4239	0
39937	POLR2M	0.2084	0.7468	0.0486
39938	RP11-344A16.2	0	0	0
39939	ALDH1A2	3.0204	5.8071	0.0223
39940	RP11-86K22.1	0	0.0872	0
39941	CTD-2330J20.2	1.0447	0.2555	0.0236
39942	AQP9	0.6117	0.5153	0.4435
39943	CTD-2330J20.1	0.3057	0.0702	0
39944	RP11-925D8.2	0	0.0619	0
39945	RP11-925D8.3	0.0398	0.0137	0
39946	RP11-925D8.5	0	0.0225	0
39947	RP11-925D8.6	0.0535	0.0184	0
39948	RP11-925D8.1	0	0	0
39949	LIPC	0.1817	0.0436	0.0773
39950	RP11-355N15.1	0	0.0728	0.0461
39951	RP11-50C13.2	0	0	0
39952	RP11-50C13.1	3.3692	2.8463	2.4315
39953	ADAM10	27.9891	10.9785	14.5766
39954	snoU13	0.2832	0	0.792
39955	RP11-123C21.2	0	0	0.1291
39956	RP11-123C21.1	0	0	0
39957	RN7SKP95	0	0.067	0.4078
39958	RP11-30K9.7	0	0	0
39959	U3	0	0.1888	0
39960	RP11-30K9.6	0.6751	1.2941	0.3835
39961	FAM63B	6.5331	4.1246	3.3978
39962	RP11-30K9.4	0.112	0	0.0391
39963	RP11-30K9.5	1.4138	1.2991	1.8121
39964	RNF111	8.475	4.1192	6.1294
39965	RP11-30K9.1	0.1238	0	0.0865
39966	SLTM	37.904	27.1147	35.9045
39967	AC025918.2	0.2307	0	0.6452
39968	RP11-313H3.1	0	0	0
39969	RP11-59H7.1	0	0	0
39970	CCNB2	2.2715	1.1871	0.4102
39971	RP11-59H7.3	0.4188	0.7696	0.1301
39972	MYO1E	16.0129	12.346	5.0084
39973	C15ORF31	0	0	0
39974	AC092757.1	0	0	0
39975	MIR2116	0	0	0
39976	LDHAL6B	0.2655	0.1708	0.2104
39977	RNU4-80P	0.2089	0	0
39978	AC092756.1	0	0	0
39979	RP11-429D19.1	0.1972	0	0
39980	RNU6-212P	0	0.3904	0.198
39981	RP11-356M20.3	0	0.1634	0
39982	FAM81A	0.1922	2.3114	0.2167
39983	snoU13	0	0	0
39984	RP11-356M20.2	0	0	0
39985	RP11-356M20.1	0.1102	0.0253	0
39986	Y_RNA	0	0	0
39987	RP11-112N19.1	0	0	0
39988	RP11-112N19.2	0	0	0
39989	RNA5SP396	0	0	0
39990	Y_RNA	0	0	0
39991	GCNT3	2.8449	0.1819	0.1305
39992	GTF2A2	13.5512	13.6969	13.6114
39993	AC092755.4	0	0	0
39994	BNIP2	14.578	6.7682	12.0415
39995	PIGHP1	0.5734	1.0059	0.984
39996	RP11-361D15.2	7.9861	1.9188	3.9442
39997	RPS3AP6	454.6793	414.8222	249.7367
39998	RP11-568G20.2	0	0	0
39999	RP11-82L7.1	0	0	0
40000	FOXB1	0	0	0
40001	MESTP2	0	0	0
40002	RP11-82L7.4	0	0.1894	0
40003	ANXA2	112.5575	58.8954	25.2325
40004	RP11-745A24.1	0.1888	0	0.198
40005	RP11-745A24.2	0	0	0
40006	NARG2	4.6366	4.8282	4.8959
40007	RP11-219B17.1	0.2459	0.1196	0.1719
40008	RORA	3.4663	1.4437	7.709
40009	CTD-2501E16.2	0.1357	0.1871	0.1898
40010	CTD-2501E16.1	0	0	0.1279
40011	RP11-219B17.2	0	0	0.093
40012	RNA5SP397	0	0	0
40013	RP11-554D20.1	0	0	0.0419
40014	RP11-39M21.1	0.0619	0	0.0433
40015	RP11-39M21.2	0	0	0
40016	RP11-507B12.2	0.2618	0	0
40017	RP11-259A24.1	0.3184	0	0
40018	RP11-507B12.1	0.9501	0	0
40019	RP11-162I7.2	0	0	0
40020	RP11-162I7.1	0	0	0
40021	AC018618.1	0	0	0
40022	RP11-16B9.1	0	0	0
40023	VPS13C	9.3047	3.7374	6.538
40024	RN7SL613P	0	0	0.0817
40025	RP11-643M14.1	0.1525	0.063	0.1918
40026	C2CD4A	0.0342	0.0471	0
40027	NPM1P47	0	0	0
40028	C2CD4B	2.8539	0.6942	0
40029	RP11-299H22.1	0	0	0
40030	hsa-mir-7162	0	0.0381	0.1257
40031	RP11-1O10.1	0	0	0
40032	RP11-299H22.5	0	0	0.0384
40033	RP11-299H22.4	0	0	0
40034	RP11-299H22.6	0	0	0.0455
40035	RP11-299H22.7	0	0	0
40036	HMGN1P26	0	0	0
40037	TLN2	2.841	0.762	6.0844
40038	RP11-625H11.1	0.0243	0	0
40039	RP11-625H11.2	0	0	0
40040	AC103740.1	0	0	0
40041	MIR190A	0	0	0
40042	RP11-1069G10.1	0.5478	0.2037	1.3909
40043	RP11-1069G10.2	0	0	0
40044	RP11-244F12.1	0	0	0
40045	TPM1	41.7164	40.4679	33.2958
40046	RP11-244F12.3	1.7475	4.8719	3.1925
40047	RP11-244F12.2	47.2703	78.4624	44.6703
40048	RP11-69G7.1	0	0	0
40049	LACTB	5.7562	2.7804	4.2452
40050	RPS27L	14.9183	15.8487	25.1678
40051	RAB8B	12.3704	4.9263	4.7361
40052	APH1B	6.9543	5.7738	10.6963
40053	CA12	24.3655	3.7271	12.6578
40054	RP11-321G12.1	1.1692	0.0576	4.0094
40055	AC007950.1	0	0	0
40056	USP3	10.4055	7.4945	7.0927
40057	USP3-AS1	5.1159	4.4214	4.2035
40058	FBXL22	0.7491	1.232	0.5356
40059	HERC1	6.4613	4.7671	8.9266
40060	RP11-317G6.1	1.0156	0.21	1.7397
40061	MIR422A	0	0	0
40062	DAPK2	3.8166	12.2483	40.0343
40063	RP11-111E14.1	0.4396	0.7006	5.3208
40064	FAM96A	11.7716	17.2626	25.1734
40065	SNX1	21.1278	21.8247	108.3744
40066	Y_RNA	0.263	0	0.9193
40067	SNX22	0.7285	3.2636	160.0415
40068	PPIB	144.1747	138.4782	201.3016
40069	CSNK1G1	4.3319	1.935	3.979
40070	CTD-2116N17.1	0.1101	0	0.0385
40071	SNORA48	0	0	0
40072	KIAA0101	1.1438	0.8211	0.7164
40073	TRIP4	11.1688	8.1828	16.6805
40074	RN7SL595P	0	0	0
40075	RN7SL707P	0	0.2725	0.2764
40076	Y_RNA	0	0	0
40077	ZNF609	8.2297	6.7142	5.8506
40078	RP11-702L15.4	0	0	0
40079	GAPDHP61	0	0.1616	0.082
40080	RP11-330L19.1	0.0846	0.35	0.7692
40081	RP11-330L19.2	0.1215	0.1674	0.0425
40082	Y_RNA	0	0	0
40083	RNU6-549P	0	0.1897	0
40084	OAZ2	28.0988	28.6047	54.1426
40085	AC100830.4	1.1696	2.9678	2.7134
40086	AC100830.5	0	0.5075	1.9734
40087	AC100830.3	0.1831	0.1262	0.0256
40088	RBPMS2	4.8925	3.4298	8.9581
40089	MIR1272	0	0	0.1596
40090	PIF1	1.0213	0.569	0.1747
40091	PLEKHO2	11.9367	7.4822	33.3218
40092	RN7SL348P	0	0	0
40093	ANKDD1A	6.8121	5.8454	4.2324
40094	SPG21	26.2414	22.1305	25.4757
40095	MTFMT	7.0305	5.1797	4.2454
40096	RP11-325L12.5	0	0	0
40097	SLC51B	0.5787	0.9172	0.1618
40098	RASL12	4.9771	1.1277	2.0735
40099	KBTBD13	0	0.013	0.033
40100	UBAP1L	1.5182	3.9106	4.0202
40101	RP11-325L12.3	0	0	0
40102	PDCD7	10.2792	9.0137	12.5169
40103	CLPX	13.8032	7.2002	10.7981
40104	CILP	3.9412	0.7565	0.7998
40105	RNU6-686P	0	0	0
40106	PARP16	8.0075	6.4857	4.3179
40107	SNORA24	0	0	0
40108	RNU5A-1	0	0	0.355
40109	RP11-349G13.2	0	0	0
40110	RNU5B-1	0	0	0.355
40111	IGDCC3	0.078	0.0413	0.8468
40112	IGDCC4	2.2112	0.0714	18.8044
40113	DPP8	7.4175	3.3746	8.3437
40114	RP11-349G13.3	0.3036	0	0
40115	RP11-349G13.1	0	0	0
40116	Y_RNA	0	0	0
40117	PTPLAD1	42.2257	9.2657	34.3278
40118	RNU6-19P	0	0	0
40119	snoU13	0.5832	0.201	0.6116
40120	VWA9	15.8794	13.4967	18.6962
40121	SLC24A1	3.0303	1.8543	2.7841
40122	DENND4A	5.4577	1.9815	8.9373
40123	snoU13	0	0	0.594
40124	MIR4511	0	0	0
40125	RAB11A	36.7041	24.008	30.7738
40126	RP11-16E23.3	0.4129	0	0.0962
40127	RP11-16E23.4	0.2139	0.0421	0.4059
40128	HNRNPA1P44	0	0.0231	0
40129	RNU6-265P	0	0	0
40130	MEGF11	0.0373	0.0655	0.0427
40131	MIR4311	0	0	0
40132	RP11-653J6.1	0	0.0702	0.1069
40133	DIS3L	7.3706	5.8726	9.9795
40134	RP11-352G18.2	2.8864	1.9487	3.9536
40135	TIPIN	1.0477	1.3925	1.4127
40136	SCARNA14	0	0	0
40137	Y_RNA	0	0	0
40138	RPL9P25	0.5087	1.227	1.0669
40139	MAP2K1	12.2243	7.4032	8.2538
40140	ATP5J2P6	0	0	0
40141	RPL35AP32	0.4559	0	0.1275
40142	CTD-3185P2.2	2.2499	1.8325	2.574
40143	CTD-3185P2.1	8.1967	9.3208	9.3026
40144	SNAPC5	7.9521	8.8951	10.5311
40145	MIR4512	0	0	0
40146	RPL4	441.2675	435.8557	232.6792
40147	SNORD18C	0	0	0
40148	SNORD18B	0	0	0
40149	SNORD16	0.8925	1.0252	0
40150	SNORD18A	0	0	0
40151	ZWILCH	2.858	1.2219	1.2396
40152	LCTL	0	0.0291	0
40153	RP11-321F6.1	0	0	0
40154	SMAD6	10.7586	8.4619	19.2033
40155	RP11-622C24.1	0.0273	0	0.0382
40156	RP11-798K3.4	0	0	0
40157	RP11-798K3.3	0	0	0
40158	AC093334.1	0	0	0
40159	RP11-798K3.2	0	0	0
40160	HMGN2P47	0	0	0
40161	SMAD3	30.7133	15.0338	15.9033
40162	RP11-342M21.2	0.1248	0	0
40163	AAGAB	11.5113	12.6449	17.8692
40164	RP11-342M21.1	0	0	0.0525
40165	IQCH	0.3492	0.1733	0.6445
40166	IQCH-AS1	1.8107	1.4172	1.4579
40167	C15orf61	2.6316	3.7435	3.3966
40168	RP11-502I4.3	0.6725	1.3241	0.4433
40169	MAP2K5	6.34	5.2791	4.8939
40170	HNRNPA1P5	0	0	0
40171	SKOR1	0.2898	0.2607	0.5965
40172	RP11-34F13.3	0.0734	0.0506	0.2054
40173	RP11-34F13.2	0	0.079	0.1202
40174	RNU6-1	0.2753	0	0.1924
40175	RP11-282M16.1	0	0	0
40176	RP11-883G10.1	0	0	0
40177	PIAS1	9.9262	4.9197	10.1121
40178	CALML4	2.0123	1.1977	1.215
40179	CLN6	6.9713	16.5675	8.0205
40180	AC107871.1	0	0	0
40181	HMGN2P40	0	0	0
40182	RP11-315D16.4	0.3592	0.4126	0
40183	FEM1B	16.7734	8.1545	9.7186
40184	RP11-709B3.2	0.1329	0.0275	0.0558
40185	ITGA11	1.0212	0.5925	0.5405
40186	CORO2B	1.8123	1.1881	1.54
40187	RP11-317N6.1	0	0	0
40188	ANP32A	17.3924	20.3607	10.345
40189	MIR4312	0	0	0
40190	SPESP1	1.3329	1.5705	0.481
40191	RP11-696L21.2	0.2561	0.353	0
40192	NOX5	0.0466	1.1823	0.0442
40193	RP11-809H16.3	0.0605	0.0834	0.0846
40194	RP11-809H16.4	0	0	0
40195	LINC00277	0.0229	0.2212	0
40196	RP11-809H16.5	0	0.0944	0
40197	GLCE	4.3838	1.8549	1.6678
40198	AC026512.1	0	0	0
40199	AC026992.1	0	0	0
40200	RN7SL438P	0	0	0
40201	RP11-352D13.6	0	0	0.0226
40202	RP11-352D13.5	0.0675	0	0
40203	PAQR5	0.3271	0.2497	0.4081
40204	SNORA77	0	0	0
40205	RNA5SP398	0	0	0
40206	RP11-253M7.6	0	0	0.0593
40207	RP11-253M7.1	0.3251	0.0986	0.3091
40208	Y_RNA	0.263	0.5437	0
40209	KIF23	1.0825	0.3267	0.1781
40210	RP11-253M7.3	0	0	0
40211	RPLP1	1171.4358	1983.9149	451.5414
40212	U3	0.2832	0.0976	0.396
40213	RP11-253M7.4	0	0.1557	0
40214	RP11-279F6.1	0.0832	3.6028	0.0249
40215	RP11-279F6.3	0	0.3156	0
40216	AC009677.1	0	0	0
40217	AC021818.1	0	0	0
40218	RP11-19J5.1	0	0.0555	0
40219	RP11-19J5.2	0	0	0
40220	LINC00593	0.0161	0.1444	0
40221	TLE3	10.5137	18.5945	13.9795
40222	MIR629	0	0	0
40223	RNU6-745P	0	0	0
40224	AC011648.1	0.0518	0	0
40225	RP11-543G18.1	0	0	0
40226	RP11-96C21.1	0	0	0
40227	RP11-64K10.1	0.0749	0	0
40228	UACA	7.7221	12.5218	21.6356
40229	RP11-138H8.2	0	0.086	0.0873
40230	RP11-138H8.3	0	0	0
40231	RP11-138H8.4	0	0	0
40232	RPL29P30	0	0	0
40233	RP11-138H8.7	0	0.0357	0
40234	LARP6	7.8845	9.6897	23.7625
40235	RP11-138H8.6	0.039	0.0538	1.991
40236	KRT8P9	0	0	0
40237	LRRC49	3.4051	2.7876	1.6352
40238	THAP10	2.7695	1.7693	2.233
40239	RPL5P3	0	0	0
40240	THSD4	5.6128	13.5001	5.3849
40241	CT62	0	0.5272	0.065
40242	RP11-673C5.4	0	0.7909	0.1189
40243	RP11-673C5.2	0	0	0
40244	RP11-673C5.1	43.1314	29.8508	28.5289
40245	RP11-592N21.1	20.4419	36.7401	22.8135
40246	RP11-592N21.2	0.0844	0.0872	0.0295
40247	AC108861.1	0	0	0
40248	NR2E3	0.1686	0.3776	0.361
40249	CTD-2524L6.3	2.6626	4.0325	4.2287
40250	MYO9A	3.6649	3.1431	5.3082
40251	RNA5SP399	0	0	0
40252	RP11-390D11.1	0	0.052	0
40253	RP11-390D11.2	0	0.353	0.1791
40254	RNU2-65P	0	0	0
40255	AC022872.1	0	0	0
40256	SENP8	1.042	1.532	1.6221
40257	RP11-2I17.1	0	0	0.0776
40258	RP11-2I17.4	0.3747	0.4132	0.3144
40259	GRAMD2	0.4296	2.9213	6.8864
40260	PKM	255.9167	192.7123	90.2159
40261	PARP6	24.8393	48.5968	49.8196
40262	RP11-106M3.3	8.9751	5.9399	10.5687
40263	CELF6	2.8567	9.2045	21.4068
40264	RP11-106M3.2	7.9167	10.5865	26.3583
40265	HEXA	27.7415	20.6272	39.3311
40266	HEXA-AS1	0.5723	1.0392	0.277
40267	RP11-106M3.1	0.1781	0.4911	0.2491
40268	TMEM202	0	0	0
40269	RP11-1007O24.3	0	0	0
40270	RP11-1007O24.4	0	0.0496	0.1007
40271	RP11-1007O24.2	0.8045	1.0909	1.1067
40272	ARIH1	15.8379	11.595	14.7884
40273	MIR630	0	0	0
40274	RP11-1006G14.4	1.4214	1.46	2.0831
40275	RP11-361M10.3	0.1233	0.153	0.138
40276	RP11-1006G14.2	0.0627	0.0864	0.1314
40277	RN7SL485P	0	0	0
40278	RP11-1006G14.3	0	0	0
40279	GOLGA6B	0	0	0
40280	RN7SL853P	0	0	0
40281	HIGD2B	0	0	0
40282	RP11-361M10.4	0	0	0
40283	BBS4	8.1344	13.0426	9.9202
40284	ADPGK	21.2651	48.5658	18.0889
40285	ADPGK-AS1	0.826	0.9703	0.8268
40286	NPM1P42	0	0.0942	0
40287	NEO1	11.2321	8.6499	6.6197
40288	FKBP1AP2	0	0.2869	0
40289	NPM1P43	0	0.1808	0.1572
40290	RP11-272D12.2	0	0	0.0388
40291	HCN4	0.0081	0.0842	0.0285
40292	RP11-272D12.1	0	0	0
40293	C15orf60	0	0.0306	0
40294	MRPS15P1	0	0	0
40295	NPTN	34.3984	7.772	15.5661
40296	CD276	9.162	28.1701	6.7277
40297	C15orf59	2.6193	14.1832	3.1299
40298	RP11-8P11.3	0	0.0391	0
40299	RP11-24D15.1	0	0	0
40300	TBC1D21	0	0	0
40301	AC108137.1	0	0	0
40302	LOXL1-AS1	2.6271	1.3181	3.3807
40303	LOXL1	7.177	6.0612	2.4403
40304	STOML1	4.6021	6.7223	11.2486
40305	PML	12.9082	11.2712	18.8163
40306	DNM1P33	0	0	0
40307	GOLGA6A	0.0371	0.0128	0.0454
40308	RN7SL429P	0	0	0
40309	RP11-247C2.1	0	0	0
40310	ISLR2	0.1687	0.2702	0.1249
40311	RP11-247C2.2	0	0.1939	0
40312	RP11-665J16.1	0	0	0
40313	ISLR	18.6027	6.6041	39.2794
40314	STRA6	3.9265	1.207	0.0514
40315	RP11-60L3.1	0.7717	0.1507	0
40316	CCDC33	0.1022	0.0124	0.1177
40317	RP11-60L3.2	0	0	0.4312
40318	CYP11A1	0.1352	0.7518	0.0742
40319	CTD-2311M21.2	0.0239	0.0384	0.0111
40320	CTD-2311M21.3	0.0375	0.2069	0.0262
40321	SEMA7A	1.0235	0.4618	0.1236
40322	UBL7	19.9689	24.3152	27.6706
40323	UBL7-AS1	3.2338	1.4202	0.665
40324	RP11-10O17.3	0	0.1125	0
40325	RP11-10O17.1	0.5775	0	0
40326	SNORD77	0	0.29	0
40327	ARID3B	3.0619	5.0996	4.0451
40328	CLK3	10.8609	14.9942	11.0211
40329	CTD-3154N5.1	0.1183	0.2853	0.2481
40330	EDC3	7.0989	15.6749	12.8838
40331	CYP1A1	0.523	0.0118	0.1079
40332	CYP1A2	0	0.0298	2.1966
40333	CSK	16.8877	19.7346	13.9166
40334	MIR4513	0	0	0
40335	LMAN1L	0.0145	221.7689	0.0101
40336	CPLX3	0.0566	602.2626	0.0198
40337	ULK3	32.7554	41.1254	56.004
40338	SCAMP2	38.2515	36.8615	40.4731
40339	MPI	7.7332	16.1761	8.6072
40340	FAM219B	37.3313	45.8918	35.8613
40341	CTD-2235H24.2	34.8472	64.1239	37.0653
40342	COX5A	39.6399	32.8431	44.7737
40343	RP11-151H2.3	0	0	0.185
40344	Y_RNA	0	0	0.1999
40345	SCAMP5	3	7.347	3.2011
40346	RP11-151H2.1	0	0	0
40347	PPCDC	4.1317	7.8582	3.0288
40348	RP11-69H7.4	0	0	0.0339
40349	SCARNA20	0.2248	0	0
40350	RPL36AP45	0	0	0.3885
40351	C15orf39	6.5474	4.9524	6.8628
40352	RP11-69H7.3	3.2885	4.2371	4.1983
40353	AC113208.1	0	0	0
40354	RP11-69H7.2	0.0451	0	0.0158
40355	RP11-817O13.1	0	0	0
40356	MKI67IPP4	0	0	0
40357	GOLGA6C	0.0283	0	0
40358	RN7SL489P	0	0	0
40359	GOLGA6D	0	0	0
40360	RN7SL327P	0	0	0
40361	DNM1P34	0	0	0
40362	ANP32BP1	0.2952	0.0626	0
40363	COMMD4	13.1016	21.4689	14.7343
40364	NEIL1	12.3272	14.7299	10.7954
40365	MIR631	0	3.5184	0
40366	RP11-817O13.6	1.309	5.6385	2.7456
40367	MAN2C1	62.5497	66.0495	77.326
40368	SIN3A	9.0804	2.843	5.869
40369	RPL13P4	0.0524	0	0.0733
40370	CTD-2562G15.2	0	0	0
40371	PTPN9	12.2958	9.8307	39.4732
40372	CTD-2323K18.3	0.1673	0	0.234
